target,prediction,target_phonemes,prediction_phonemes,is_homophone,exact_match,comment,bucket,bucket_reason
IT'LL MEAN MORE MATCHES,IT'LL MEAN MORE MATCHES,IH T AH L | M IY N | M AO R | M AE CH AH Z,IH T AH L | M IY N | M AO R | M AE CH AH Z,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
AND MORE MONEY FOR FIFA,AND MORE MONEY FOR NHS,AH N D | M AO R | M AH N IY | F AO R | ?,AH N D | M AO R | M AH N IY | F AO R | ?,True,False,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
PLEASED WITH HIMSELF,PLEASED WITH HIMSELF,P L IY Z D | W IH DH | HH IH M S EH L F,P L IY Z D | W IH DH | HH IH M S EH L F,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
SERBIA IS PANDEMONIUM LET LOOSE,SERBIA IS PANDEMONIUM LET LOOSE,S ER B IY AH | IH Z | P AE N D IH M OW N IY AH M | L EH T | L UW S,S ER B IY AH | IH Z | P AE N D IH M OW N IY AH M | L EH T | L UW S,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
THERE ARE NO RECORDINGS OF LLOYD GEORGE AT THE PEAK OF HIS POWERS,THERE ARE NO RECORDINGS OF LOYD GEORGE AT THE PEAK OF HIS POWERS,DH EH R | AA R | N OW | R IH K AO R D IH NG Z | AH V | L OY D | JH AO R JH | AE T | DH AH | P IY K | AH V | HH IH Z | P AW ER Z,DH EH R | AA R | N OW | R IH K AO R D IH NG Z | AH V | L OY D | JH AO R JH | AE T | DH AH | P IY K | AH V | HH IH Z | P AW ER Z,True,False,,homophone_substitution,phoneme overlap 12/12=1.00 (high)
WHICH WAS THE MASS NEWSPAPER,WHICH WAS THE MASS NEWSPAPER,W IH CH | W AA Z | DH AH | M AE S | N UW Z P EY P ER,W IH CH | W AA Z | DH AH | M AE S | N UW Z P EY P ER,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
AND HE WAS VERY DEVOTED TO HIS CHILDREN,AND HE WAS VERY DEVOTED TO HIS CHILDREN,AH N D | HH IY | W AA Z | V EH R IY | D IH V OW T AH D | T UW | HH IH Z | CH IH L D R AH N,AH N D | HH IY | W AA Z | V EH R IY | D IH V OW T AH D | T UW | HH IH Z | CH IH L D R AH N,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
AND WOULD EVENTUALLY MARRY HER AFTER HIS WIFE,AND WOULD EVENTUALLY MARRY HER AFTER HIS WIFE,AH N D | W UH D | IH V EH N CH AH W AH L IY | M EH R IY | HH ER | AE F T ER | HH IH Z | W AY F,AH N D | W UH D | IH V EH N CH AH W AH L IY | M EH R IY | HH ER | AE F T ER | HH IH Z | W AY F,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
WITH THAT FLOURISH,WITH THAT FLURRY,W IH DH | DH AE T | F L ER IH SH,W IH DH | DH AE T | F L ER IY,False,False,syllable collapse: F L ER IH SH collapsed to F L ER IY (FLURRY is a valid word),homophone_substitution,phoneme overlap 2/3=0.67 (high)
WHAT YOU NEED TO DO IS GET THE VERY BEST BRAINS,WHAT YOU NEED TO DO IS GET THE VERY BEST BRAINS,W AH T | Y UW | N IY D | T UW | D UW | IH Z | G EH T | DH AH | V EH R IY | B EH S T | B R EY N Z,W AH T | Y UW | N IY D | T UW | D UW | IH Z | G EH T | DH AH | V EH R IY | B EH S T | B R EY N Z,True,True,,homophone_substitution,phoneme overlap 11/11=1.00 (high)
THE VERY BEST TALENTS,THE VERY BEST TALENTS,DH AH | V EH R IY | B EH S T | T AE L AH N T S,DH AH | V EH R IY | B EH S T | T AE L AH N T S,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
THE MOST ENERGETIC PEOPLE IN,THE MOST ENERGETIC PEOPLE IN,DH AH | M OW S T | EH N ER JH EH T IH K | P IY P AH L | IH N,DH AH | M OW S T | EH N ER JH EH T IH K | P IY P AH L | IH N,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
BECAUSE THE EMPIRE,BECAUSE THE EMPIRE,B IH K AO Z | DH AH | EH M P AY ER,B IH K AO Z | DH AH | EH M P AY ER,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
IT'S OFTEN FORGOTTEN,IT'S OFTEN FORGOTTEN,IH T S | AO F AH N | F ER G AA T AH N,IH T S | AO F AH N | F ER G AA T AH N,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
WHICH IS ABSOLUTELY UNDERSTANDABLE,WHICH IS ABSOLUTELY UNDERSTANDABLE,W IH CH | IH Z | AE B S AH L UW T L IY | AH N D ER S T AE N D AH B AH L,W IH CH | IH Z | AE B S AH L UW T L IY | AH N D ER S T AE N D AH B AH L,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
HE HOPED TO RETURN TO POWER,HE HOPED TO RETURN TO POWER,HH IY | HH OW P T | T UW | R IH T ER N | T UW | P AW ER,HH IY | HH OW P T | T UW | R IH T ER N | T UW | P AW ER,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
WOULD NOT BE A HAPPY PLACE,WOULD NOT BE A HAPPY PLACE,W UH D | N AA T | B IY | AH | HH AE P IY | P L EY S,W UH D | N AA T | B IY | AH | HH AE P IY | P L EY S,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
DEPENDED ON TRADE,DEPENDED ON TRADE,D IH P EH N D AH D | AA N | T R EY D,D IH P EH N D AH D | AA N | T R EY D,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
MY GREAT GREAT GRANDFATHER,MY GREAT GREAT GRANDFATHER,M AY | G R EY T | G R EY T | G R AE N D F AA DH ER,M AY | G R EY T | G R EY T | G R AE N D F AA DH ER,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
MUCH MORE DRIVEN,MUCH MORE DRIVEN,M AH CH | M AO R | D R IH V AH N,M AH CH | M AO R | D R IH V AH N,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
IF IT GIVES ME SOME SORT OF CONTROL BACK,IF IT GIVES ME SOME SORT OF CONTROL BACK,IH F | IH T | G IH V Z | M IY | S AH M | S AO R T | AH V | K AH N T R OW L | B AE K,IH F | IH T | G IH V Z | M IY | S AH M | S AO R T | AH V | K AH N T R OW L | B AE K,True,True,,homophone_substitution,phoneme overlap 9/9=1.00 (high)
WITH STRONG WINDS,WITH STRONG WINDS,W IH DH | S T R AO NG | W IH N D Z,W IH DH | S T R AO NG | W IH N D Z,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
I DON'T REMEMBER THAT HAPPENING BEFORE,I DON'T REMEMBER THAT HAPPENING BEFORE,AY | D OW N T | R IH M EH M B ER | DH AE T | HH AE P AH N IH NG | B IH F AO R,AY | D OW N T | R IH M EH M B ER | DH AE T | HH AE P AH N IH NG | B IH F AO R,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
BY SOME MIRACLE,BUY SOME MIRACLE,B AY | S AH M | M IH R AH K AH L,B AY | S AH M | M IH R AH K AH L,True,False,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
COMES FROM ONE OF THE MOST BEAUTIFUL PARTS OF THE WORLD,COMES FROM ONE OF THE MOST BEAUTIFUL PARTS OF THE WORLD,K AH M Z | F R AH M | W AH N | AH V | DH AH | M OW S T | B Y UW T AH F AH L | P AA R T S | AH V | DH AH | W ER L D,K AH M Z | F R AH M | W AH N | AH V | DH AH | M OW S T | B Y UW T AH F AH L | P AA R T S | AH V | DH AH | W ER L D,True,True,,homophone_substitution,phoneme overlap 9/9=1.00 (high)
IT'S NOT A MASSIVE SUM OF MONEY,IT'S NOT A MASSIVE SUM OF MONEY,IH T S | N AA T | AH | M AE S IH V | S AH M | AH V | M AH N IY,IH T S | N AA T | AH | M AE S IH V | S AH M | AH V | M AH N IY,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
I WOULDN'T SAY I'M A STAR,I WOULDN'T SAY I'M A STAR,AY | W UH D AH N T | S EY | AY M | AH | S T AA R,AY | W UH D AH N T | S EY | AY M | AH | S T AA R,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
MANCHESTER UNITED FANS,MANCHESTER UNITED FANS,M AE N CH EH S T ER | Y UW N AY T AH D | F AE N Z,M AE N CH EH S T ER | Y UW N AY T AH D | F AE N Z,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
SET UP BY THE GOVERNMENT,SET UP BY THE GOVERNMENT,S EH T | AH P | B AY | DH AH | G AH V ER M AH N T,S EH T | AH P | B AY | DH AH | G AH V ER M AH N T,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
IT WAS A BRUTAL EXPERIENCE,IT WAS A BRUTAL EXPERIENCE,IH T | W AA Z | AH | B R UW T AH L | IH K S P IH R IY AH N S,IH T | W AA Z | AH | B R UW T AH L | IH K S P IH R IY AH N S,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
MANY PEOPLE DID SLIP AND FALL AND BREAK A LEG,MANY PEOPLE DID SLIP AND FALL AND BREAK A LEG,M EH N IY | P IY P AH L | D IH D | S L IH P | AH N D | F AO L | AH N D | B R EY K | AH | L EH G,M EH N IY | P IY P AH L | D IH D | S L IH P | AH N D | F AO L | AH N D | B R EY K | AH | L EH G,True,True,,homophone_substitution,phoneme overlap 9/9=1.00 (high)
THEY KEPT LIVING,THEY KEPT LIVING,DH EY | K EH P T | L IH V IH NG,DH EY | K EH P T | L IH V IH NG,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
AND IN THE MORNING,AND IN THE MORNING,AH N D | IH N | DH AH | M AO R N IH NG,AH N D | IH N | DH AH | M AO R N IH NG,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
IN EXACT DETAIL,IN EXACT DETAIL,IH N | IH G Z AE K T | D IH T EY L,IH N | IH G Z AE K T | D IH T EY L,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
AND THE SECOND GENERATION,AND THE SECOND GENERATION,AH N D | DH AH | S EH K AH N D | JH EH N ER EY SH AH N,AH N D | DH AH | S EH K AH N D | JH EH N ER EY SH AH N,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
BEEN INTENSELY SAD,BEEN INTENSELY SAD,B IH N | IH N T EH N S L IY | S AE D,B IH N | IH N T EH N S L IY | S AE D,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
AND ALL THE SURVIVORS OF THE HOLOCAUST,AND ALL THE SURVIVORS OF THE HOLOCAUST,AH N D | AO L | DH AH | S ER V AY V ER Z | AH V | DH AH | HH AA L AH K AO S T,AH N D | AO L | DH AH | S ER V AY V ER Z | AH V | DH AH | HH AA L AH K AO S T,False,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
WITH THEIR DATABASE,WITH THEIR DATA BASE,W IH DH | DH EH R | D EY T AH B EY S,W IH DH | DH EH R | D EY T AH | B EY S,True,False,,boundary_hallucination,"same letters, space differs (tgt_words=3 hyp_words=4)"
GET A NEW LOYAL CUSTOMER AND DEBENHAMS,GET A NEW LOYAL CUSTOMER AND DEBINOMES,G EH T | AH | N UW | L OY AH L | K AH S T AH M ER | AH N D | ?,G EH T | AH | N UW | L OY AH L | K AH S T AH M ER | AH N D | ?,True,False,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
AS LONG AS THEY SEE THE SPARK OF SUCCESS,AS LONG AS THEY SEE THE SPARK OF SUCCESS,AE Z | L AO NG | AE Z | DH EY | S IY | DH AH | S P AA R K | AH V | S AH K S EH S,AE Z | L AO NG | AE Z | DH EY | S IY | DH AH | S P AA R K | AH V | S AH K S EH S,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
THERE WAS A STONE CIRCLE HERE,THERE WAS A STONE CIRCLE HERE,DH EH R | W AA Z | AH | S T OW N | S ER K AH L | HH IY R,DH EH R | W AA Z | AH | S T OW N | S ER K AH L | HH IY R,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
THAT IS A SOLD SOUND,THAT IS A SOLD SOUND,DH AE T | IH Z | AH | S OW L D | S AW N D,DH AE T | IH Z | AH | S OW L D | S AW N D,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
THERE'S PLENTY TO INDULGE IN,THERE'S PLENTY TO INDULGE IN,DH EH R Z | P L EH N T IY | T UW | IH N D AH L JH | IH N,DH EH R Z | P L EH N T IY | T UW | IH N D AH L JH | IH N,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
SHE WAS STRUGGLING,SHE WAS STRUGGLING,SH IY | W AA Z | S T R AH G AH L IH NG,SH IY | W AA Z | S T R AH G AH L IH NG,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
WHEN HE WENT TO LOOK FOR HER,WHEN HE WENT TO LOOK FOR HER,W EH N | HH IY | W EH N T | T UW | L UH K | F AO R | HH ER,W EH N | HH IY | W EH N T | T UW | L UH K | F AO R | HH ER,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
25 YEARS TO COMPLETE,25 YEARS TO COMPLETE,? | Y IH R Z | T UW | K AH M P L IY T,? | Y IH R Z | T UW | K AH M P L IY T,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
SHE WILL BE VERY PLEASED,SHE WILL BE VERY PLEASED,SH IY | W IH L | B IY | V EH R IY | P L IY Z D,SH IY | W IH L | B IY | V EH R IY | P L IY Z D,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
BECAUSE THERE WAS NO ROLE MODEL,BECAUSE THERE WAS NO ROLE MODEL,B IH K AO Z | DH EH R | W AA Z | N OW | R OW L | M AA D AH L,B IH K AO Z | DH EH R | W AA Z | N OW | R OW L | M AA D AH L,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
ONE MALE OFFICIAL COMMENTED,ONE MALE OFFICIAL COMMENTED,W AH N | M EY L | AH F IH SH AH L | K AA M EH N T AH D,W AH N | M EY L | AH F IH SH AH L | K AA M EH N T AH D,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
BUT DESPITE ALL THIS,BUT DESPITE ALL THIS,B AH T | D IH S P AY T | AO L | DH IH S,B AH T | D IH S P AY T | AO L | DH IH S,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
THEY CARRIED ON COMPETING,THEY CARRIED ON COMPETING,DH EY | K AE R IY D | AA N | K AH M P IY T IH NG,DH EY | K AE R IY D | AA N | K AH M P IY T IH NG,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
BUT DESPITE ALL THIS,BUT DESPITE ALL THIS,B AH T | D IH S P AY T | AO L | DH IH S,B AH T | D IH S P AY T | AO L | DH IH S,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
IF YOU WANT TO EXPERIENCE SOME OF THAT,IF YOU WANT TO EXPERIENCE SOME OF THAT,IH F | Y UW | W AA N T | T UW | IH K S P IH R IY AH N S | S AH M | AH V | DH AE T,IH F | Y UW | W AA N T | T UW | IH K S P IH R IY AH N S | S AH M | AH V | DH AE T,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
INCLUDING A BABY,INCLUDING A BABY,IH N K L UW D IH NG | AH | B EY B IY,IH N K L UW D IH NG | AH | B EY B IY,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
THIS IS A SEMIFINAL,THIS IS A SEMIFINAL,DH IH S | IH Z | AH | S EH M IY F AY N AH L,DH IH S | IH Z | AH | S EH M IY F AY N AH L,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
I'M SORRY THAT DOESN'T MEET WITH YOUR APPROVAL,I'M SORRY THAT DOESN'T MEET WITH YOUR APPROVAL,AY M | S AA R IY | DH AE T | D AH Z AH N T | M IY T | W IH DH | Y AO R | AH P R UW V AH L,AY M | S AA R IY | DH AE T | D AH Z AH N T | M IY T | W IH DH | Y AO R | AH P R UW V AH L,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
I'M NOT HAVING A GO AT YOU,I'M NOT HAVING A GO AT YOU,AY M | N AA T | HH AE V IH NG | AH | G OW | AE T | Y UW,AY M | N AA T | HH AE V IH NG | AH | G OW | AE T | Y UW,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
I'M JUST SAYING THAT DENISE BROUGHT ME UP,I'M JUST SAYING THAT DENISE BROUGHT ME UP,AY M | JH AH S T | S EY IH NG | DH AE T | D IH N IY S | B R AO T | M IY | AH P,AY M | JH AH S T | S EY IH NG | DH AE T | D IH N IY S | B R AO T | M IY | AH P,False,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
WE HAD NO MONEY,WE HAD NO MONEY,W IY | HH AE D | N OW | M AH N IY,W IY | HH AE D | N OW | M AH N IY,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
WHEN YOU CAME BACK,WHEN YOU CAME BACK,W EH N | Y UW | K EY M | B AE K,W EH N | Y UW | K EY M | B AE K,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
THAT'S WHY I'M LOSING MY VOICE,THAT'S WHY I'M LOSING MY VOICE,DH AE T S | W AY | AY M | L UW Z IH NG | M AY | V OY S,DH AE T S | W AY | AY M | L UW Z IH NG | M AY | V OY S,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
IS IN THE DRYING,IS IN THE DRYING,IH Z | IH N | DH AH | D R AY IH NG,IH Z | IH N | DH AH | D R AY IH NG,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
RIGHT IN FRONT OF ME,RIGHT IN FRONT OF ME,R AY T | IH N | F R AH N T | AH V | M IY,R AY T | IH N | F R AH N T | AH V | M IY,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
WE TALKED ABOUT IT,WE TALKED ABOUT IT,W IY | T AO K T | AH B AW T | IH T,W IY | T AO K T | AH B AW T | IH T,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
I HONESTLY DON'T KNOW WHAT TO DO,HONESTLY DON'T KNOW WHAT TO DO,AY | AA N AH S T L IY | D OW N T | N OW | W AH T | T UW | D UW,AA N AH S T L IY | D OW N T | N OW | W AH T | T UW | D UW,True,False,,boundary_hallucination,near-letter-match (1 edit) with word-count delta=1 (tgt_words=7 hyp_words=6)
JUDGING BY WHAT I SAW TODAY,JUDGING BY WHAT I SAW TODAY,JH AH JH IH NG | B AY | W AH T | AY | S AO | T AH D EY,JH AH JH IH NG | B AY | W AH T | AY | S AO | T AH D EY,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
SOME GOT WHAT THEY WANT,SOME GOT WHAT THEY WANT,S AH M | G AA T | W AH T | DH EY | W AA N T,S AH M | G AA T | W AH T | DH EY | W AA N T,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
GET DOWN TO YOUR LOCAL ONE,GET DOWN TO YOUR LOCAL ONE,G EH T | D AW N | T UW | Y AO R | L OW K AH L | W AH N,G EH T | D AW N | T UW | Y AO R | L OW K AH L | W AH N,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
HAVE YOU GOT IT,HAVE YOU GOT IT,HH AE V | Y UW | G AA T | IH T,HH AE V | Y UW | G AA T | IH T,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
YOU BETTER STAY WELL AWAY FROM ME,YOU BETTER STAY WELL AWAY FROM ME,Y UW | B EH T ER | S T EY | W EH L | AH W EY | F R AH M | M IY,Y UW | B EH T ER | S T EY | W EH L | AH W EY | F R AH M | M IY,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
THAT I'LL BE OK,THAT I'LL BE OK,DH AE T | AY L | B IY | OW K EY,DH AE T | AY L | B IY | OW K EY,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
WE NEED TO DO SOMETHING BIGGER,WE NEED TO DO SOMETHING BIGGER,W IY | N IY D | T UW | D UW | S AH M TH IH NG | B IH G ER,W IY | N IY D | T UW | D UW | S AH M TH IH NG | B IH G ER,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
TRYING TO BRING THEM DOWN OVER THE CENTURIES,TRYING TO BRING THEM DOWN OVER THE CENTURIES,T R AY IH NG | T UW | B R IH NG | DH EH M | D AW N | OW V ER | DH AH | S EH N CH ER IY Z,T R AY IH NG | T UW | B R IH NG | DH EH M | D AW N | OW V ER | DH AH | S EH N CH ER IY Z,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
BUT YOU DON'T NEED TO WORRY,BUT YOU DON'T NEED TO WORRY,B AH T | Y UW | D OW N T | N IY D | T UW | W ER IY,B AH T | Y UW | D OW N T | N IY D | T UW | W ER IY,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
THE EXPERTS DON'T KNOW WHAT CAUSED IT,THE EXPERTS DON'T KNOW WHAT CAUSED IT,DH AH | EH K S P ER T S | D OW N T | N OW | W AH T | K AA Z D | IH T,DH AH | EH K S P ER T S | D OW N T | N OW | W AH T | K AA Z D | IH T,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
THE FATHER DIED FIVE YEARS AGO,THE FATHER DIED FIVE YEARS AGO,DH AH | F AA DH ER | D AY D | F AY V | Y IH R Z | AH G OW,DH AH | F AA DH ER | D AY D | F AY V | Y IH R Z | AH G OW,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
IT'S ALL ABOUT MYTH MAKING,IT'S ALL ABOUT MYTH MAKING,IH T S | AO L | AH B AW T | M IH TH | M EY K IH NG,IH T S | AO L | AH B AW T | M IH TH | M EY K IH NG,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
COME TO MY ROOM,COME TO MY ROOM,K AH M | T UW | M AY | R UW M,K AH M | T UW | M AY | R UW M,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
AS THE MORNING SPREAD UPON THE MOUNTAINS,AS THE MORNING SPREAD UP ON THE MOUNTAINS,AE Z | DH AH | M AO R N IH NG | S P R EH D | AH P AA N | DH AH | M AW N T AH N Z,AE Z | DH AH | M AO R N IH NG | S P R EH D | AH P | AA N | DH AH | M AW N T AH N Z,True,False,,boundary_hallucination,"same letters, space differs (tgt_words=7 hyp_words=8)"
WITH PEOPLE WITHOUT CREATING,WITH PEOPLE WITHOUT CREATING,W IH DH | P IY P AH L | W IH TH AW T | K R IY EY T IH NG,W IH DH | P IY P AH L | W IH TH AW T | K R IY EY T IH NG,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
WITH OTHER PEOPLE,WITH OTHER PEOPLE,W IH DH | AH DH ER | P IY P AH L,W IH DH | AH DH ER | P IY P AH L,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
AND THE INITIALS STAND FOR THE INTERNATIONAL MARXIST GROUP,AND THE INITIALS STAND FOR THE INTERNATIONAL MARKS ASSOCIATION,AH N D | DH AH | IH N IH SH AH L Z | S T AE N D | F AO R | DH AH | IH N T ER N AE SH AH N AH L | M AA R K S AH S T | G R UW P,AH N D | DH AH | IH N IH SH AH L Z | S T AE N D | F AO R | DH AH | IH N T ER N AE SH AH N AH L | M AA R K S | AH S OW S IY EY SH AH N,True,False,,homophone_substitution,phoneme overlap 6/8=0.75 (high)
AS YOU MAY KNOW,AS YOU MAY KNOW,AE Z | Y UW | M EY | N OW,AE Z | Y UW | M EY | N OW,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
THIS CAME FROM THE BIG,THIS CAME FROM THE BIG,DH IH S | K EY M | F R AH M | DH AH | B IH G,DH IH S | K EY M | F R AH M | DH AH | B IH G,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
THAT'S REALLY SAD,THAT'S REALLY SAD,DH AE T S | R IH L IY | S AE D,DH AE T S | R IH L IY | S AE D,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
I NEED TO GET TO WORK,I NEED TO GET TO WORK,AY | N IY D | T UW | G EH T | T UW | W ER K,AY | N IY D | T UW | G EH T | T UW | W ER K,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
BEFORE I ANNOUNCE THE WINNER,BEFORE I ANNOUNCE THE WINNER,B IH F AO R | AY | AH N AW N S | DH AH | W IH N ER,B IH F AO R | AY | AH N AW N S | DH AH | W IH N ER,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
WE DON'T HAVE BROWN BEAR,WE DON'T HAVE BROWN BEAR,W IY | D OW N T | HH AE V | B R AW N | B EH R,W IY | D OW N T | HH AE V | B R AW N | B EH R,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
IF THE ANSWER IS NO,IF THE ANSWER IS NO,IH F | DH AH | AE N S ER | IH Z | N OW,IH F | DH AH | AE N S ER | IH Z | N OW,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
WE MAY ENJOY THE THRILL OF MORE REGULAR SIGHTINGS,WE MAY ENJOY THE THRILL OF MORE REGULAR SIGHTINGS,W IY | M EY | EH N JH OY | DH AH | TH R IH L | AH V | M AO R | R EH G Y AH L ER | S AY T IH NG Z,W IY | M EY | EH N JH OY | DH AH | TH R IH L | AH V | M AO R | R EH G Y AH L ER | S AY T IH NG Z,True,True,,homophone_substitution,phoneme overlap 9/9=1.00 (high)
WHAT THEIR ASPIRATIONS ARE,WHAT THEIR ASPIRATIONS ARE,W AH T | DH EH R | AE S P ER EY SH AH N Z | AA R,W AH T | DH EH R | AE S P ER EY SH AH N Z | AA R,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
WITHOUT THE DIALOGUE,WITHOUT THE DIALOGUE,W IH TH AW T | DH AH | D AY AH L AO G,W IH TH AW T | DH AH | D AY AH L AO G,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
VERY HEAVILY TAXED,VERY HEAVILY TAXED,V EH R IY | HH EH V AH L IY | T AE K S T,V EH R IY | HH EH V AH L IY | T AE K S T,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
